Rarity,Set Name,Card Type,Pokemon Name,Market Price
Ultra Rare,Plasma Freeze,Pokemon,Heatran,5.17
Uncommon,Gym Challenge,Pokemon,Vulpix,5.17
Ultra Rare,Hidden Fates,Pokemon,Articuno,5.16
Ultra Rare,XY - Roaring Skies,Pokemon,Rayquaza,5.15
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Duraludon,5.15
Rare,Deck Exclusives,Pokemon,Raichu,5.13
Promo,XY Promos,Pokemon,Dragalge,5.13
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Eldegoss,5.13
Holo Rare,Deck Exclusives,Pokemon,Giratina,5.13
Rare,Gym Challenge,Pokemon,Golduck,5.13
Rare BREAK,XY - BREAKpoint,Pokemon,Greninja,5.13
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Boltund,5.12
Promo,SM Promos,Pokemon,Garchomp,5.12
Promo,WoTC Promo,Pokemon,Togepi,5.12
Uncommon,Aquapolis,Pokemon,Bellsprout,5.12
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Ponyta,5.11
Common,Legendary Collection,Pokemon,Pikachu,5.11
Promo,League & Championship Cards,Pokemon,Aegislash,5.11
Uncommon,Legendary Collection,Pokemon,Kadabra,5.11
Holo Rare,Black and White Promos,Pokemon,Mewtwo,5.1
Ultra Rare,XY - Roaring Skies,Pokemon,Latios,5.1
Promo,McDonald's Promos 2014,Pokemon,Inkay,5.1
Uncommon,Team Rocket,Pokemon,Jolteon,5.1
Promo,Jumbo Cards,Pokemon,Pikachu,5.09
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Arctozolt,5.09
Promo,League & Championship Cards,Pokemon,Poliwag,5.09
Rare,Gym Challenge,Pokemon,Not found,5.09
Uncommon,Skyridge,Pokemon,Wobbuffet,5.08
Promo,Alternate Art Promos,Pokemon,Sharpedo,5.08
Uncommon,Base Set (Shadowless),Pokemon,Not found,5.06
Promo,League & Championship Cards,Pokemon,Pumpkaboo,5.06
Promo,SM Promos,Pokemon,Registeel,5.06
Ultra Rare,XY - BREAKpoint,Pokemon,Manaphy,5.06
Ultra Rare,SM - Ultra Prism,Pokemon,Xurkitree,5.06
Ultra Rare,SWSH04: Vivid Voltage,Pokemon,Alakazam,5.05
Uncommon,Unleashed,Pokemon,Not found,5.05
Holo Rare,HGSS Promos,Pokemon,Pikachu,5.04
Uncommon,Team Rocket,Pokemon,Charmeleon,5.04
Ultra Rare,XY - Fates Collide,Pokemon,Alakazam,5.04
Promo,Jumbo Cards,Pokemon,Charizard,5.04
Promo,XY Promos,Pokemon,Sharpedo,5.03
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Cursola,5.03
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Pincurchin,5.03
Promo,McDonald's Promos 2018,Pokemon,Dratini,5.03
Rare,Holon Phantoms,Pokemon,Latios,5.02
Ultra Rare,Plasma Freeze,Pokemon,Thundurus,5.02
Common,FireRed & LeafGreen,Pokemon,Squirtle,5.02
Uncommon,Gym Challenge,Pokemon,Charmeleon,5.02
Uncommon,Skyridge,Pokemon,Machoke,5.02
Rare,Neo Discovery,Pokemon,Smeargle,5.01
Holo Rare,Black and White Promos,Pokemon,Ninetales,5.01
Holo Rare,Deck Exclusives,Pokemon,Arcanine,5.01
Ultra Rare,SM - Unified Minds,Pokemon,Jirachi,5.01
Rare,Power Keepers,Pokemon,Pichu,5.01
Ultra Rare,SM - Ultra Prism,Pokemon,Leafeon,5.0
Uncommon,Base Set (Shadowless),Pokemon,Porygon,5.0
Rare,Deck Exclusives,Pokemon,Palkia,5.0
Promo,Jumbo Cards,Pokemon,Kyurem,5.0
Promo,Jumbo Cards,Pokemon,Tapu Fini,5.0
Promo,Nintendo Promos,Pokemon,Shinx,5.0
Promo,Nintendo Promos,Pokemon,Swalot,5.0
Uncommon,Blister Exclusives,Pokemon,Raichu,5.0
Rare,Arceus,Pokemon,Gengar,5.0
Promo,League & Championship Cards,Pokemon,Not found,5.0
Promo,Burger King Promos,Pokemon,Turtwig,5.0
Ultra Rare,Plasma Freeze,Pokemon,Tornadus,5.0
Holo Rare,Deck Exclusives,Pokemon,Metagross,5.0
Promo,First Partner Pack,Pokemon,Oshawott,5.0
Holo Rare,Blister Exclusives,Pokemon,Klink,5.0
Promo,League & Championship Cards,Pokemon,Whismur,5.0
Uncommon,Aquapolis,Pokemon,Magnemite,4.99
Rare,League & Championship Cards,Pokemon,Poliwrath,4.99
Holo Rare,League & Championship Cards,Pokemon,Bagon,4.99
Promo,Nintendo Promos,Pokemon,Treecko,4.99
Promo,Black and White Promos,Pokemon,Meowth,4.99
Promo,Jumbo Cards,Pokemon,Zoroark,4.99
Promo,Jumbo Cards,Pokemon,Lunala,4.99
Promo,Kids WB Promos,Pokemon,Pikachu,4.99
Holo Rare,Black and White Promos,Pokemon,Electrode,4.99
Uncommon,POP Series 7,Pokemon,Wormadam,4.99
Uncommon,Aquapolis,Pokemon,Spinarak,4.99
Holo Rare,Deck Exclusives,Pokemon,Swampert,4.99
Promo,League & Championship Cards,Pokemon,Honedge,4.98
Promo,Jumbo Cards,Pokemon,Dialga,4.98
Ultra Rare,SM - Lost Thunder,Pokemon,Suicune,4.97
Promo,McDonald's Promos 2018,Pokemon,Horsea,4.97
Promo,Burger King Promos,Pokemon,Dialga,4.97
Rare,Fossil,Pokemon,Hypno,4.97
Rare,Neo Destiny,Pokemon,Piloswine,4.97
Holo Rare,Call of Legends,Pokemon,Smeargle,4.96
Promo,McDonald's Promos 2015,Pokemon,Staryu,4.96
Uncommon,Aquapolis,Pokemon,Marill,4.96
Ultra Rare,SM - Forbidden Light,Pokemon,Yveltal,4.95
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Cherrim,4.95
Uncommon,Base Set (Shadowless),Pokemon,Raticate,4.95
Rare,Legendary Collection,Pokemon,Nidoqueen,4.94
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Rookidee,4.94
Promo,Blister Exclusives,Pokemon,Zoroark,4.94
Promo,Jumbo Cards,Pokemon,Necrozma,4.94
Promo,Jumbo Cards,Pokemon,Kingdra,4.93
Promo,SM Promos,Pokemon,Zygarde,4.93
Ultra Rare,Dragons Exalted,Pokemon,Ho-Oh,4.92
Holo Rare,Legend Maker,Pokemon,Delcatty,4.92
Holo Rare,Deck Exclusives,Pokemon,Dialga,4.92
Rare,Expedition,Pokemon,Golem,4.92
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Clobbopus,4.92
Holo Rare,Legends Awakened,Pokemon,Kingdra,4.92
Ultra Rare,SM - Unbroken Bonds,Pokemon,Machamp,4.92
Rare,Aquapolis,Pokemon,Victreebel,4.92
Holo Rare,Great Encounters,Pokemon,Pachirisu,4.91
Promo,Jumbo Cards,Pokemon,Mewtwo,4.91
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Coalossal,4.9
Ultra Rare,SM - Unified Minds,Pokemon,Aerodactyl,4.9
Rare,Team Rocket,Pokemon,Not found,4.89
Uncommon,Team Rocket Returns,Pokemon,Dragonair,4.89
Rare,Platinum,Pokemon,Gyarados,4.88
Holo Rare,Hidden Legends,Pokemon,Electrode,4.88
Uncommon,Skyridge,Pokemon,Electrode,4.87
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Ducklett,4.87
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Ditto,4.87
Promo,Blister Exclusives,Pokemon,Latios,4.86
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Grimmsnarl,4.86
Ultra Rare,XY - Ancient Origins,Pokemon,Ampharos,4.86
Ultra Rare,SM - Celestial Storm,Pokemon,Banette,4.86
Rare,POP Series 9,Pokemon,Garchomp,4.86
Ultra Rare,SM - Unified Minds,Pokemon,Keldeo,4.85
Ultra Rare,SM - Team Up,Pokemon,Cobalion,4.85
Holo Rare,Plasma Freeze,Pokemon,Absol,4.85
Rare,Aquapolis,Pokemon,Octillery,4.85
Promo,XY Promos,Pokemon,Mewtwo,4.84
Uncommon,Expedition,Pokemon,Bayleef,4.84
Holo Rare,Deck Exclusives,Pokemon,Lugia,4.84
Rare,Fossil,Pokemon,Lapras,4.83
Common,Base Set (Shadowless),Pokemon,Caterpie,4.83
Promo,SM Promos,Pokemon,Melmetal,4.83
Promo,SM Promos,Pokemon,Giratina,4.83
Common,Skyridge,Pokemon,Heracross,4.82
Promo,Blister Exclusives,Pokemon,Articuno,4.82
Rare,Fossil,Pokemon,Aerodactyl,4.81
Holo Rare,Supreme Victors,Pokemon,Staraptor,4.8
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Dracozolt,4.8
Ultra Rare,SM - Guardians Rising,Pokemon,Lycanroc,4.8
Holo Rare,Diamond and Pearl,Pokemon,Mismagius,4.79
Rare,POP Series 2,Pokemon,Pidgeot,4.79
Rare,Jungle,Pokemon,Wigglytuff,4.79
Ultra Rare,SM - Team Up,Pokemon,Incineroar,4.78
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Quagsire,4.77
Rare,XY - Furious Fists,Pokemon,Sylveon,4.77
Uncommon,Gym Challenge,Pokemon,Kadabra,4.77
Ultra Rare,XY - Phantom Forces,Pokemon,Florges,4.77
Ultra Rare,XY - Primal Clash,Pokemon,Groudon,4.77
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Carkol,4.76
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Torkoal,4.76
Rare,Legends Awakened,Pokemon,Azelf,4.76
Holo Rare,XY - Evolutions,Pokemon,Gyarados,4.76
Common,XY Trainer Kit: Pikachu Libre & Suicune,Pokemon,Pikachu,4.75
Ultra Rare,SM - Guardians Rising,Pokemon,Tapu Koko,4.75
Rare,Deck Exclusives,Pokemon,Moltres,4.75
Promo,XY Promos,Pokemon,Victini,4.75
Holo Rare,Black and White Promos,Pokemon,Crobat,4.75
Holo Rare,Team Rocket Returns,Pokemon,Kingdra,4.75
Promo,Black and White Promos,Pokemon,Jigglypuff,4.75
Promo,Nintendo Promos,Pokemon,Latias,4.74
Holo Rare,Mysterious Treasures,Pokemon,Garchomp,4.74
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Hatenna,4.74
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Crobat,4.74
Promo,Miscellaneous Cards & Products,Pokemon,Eevee,4.74
Promo,Alternate Art Promos,Pokemon,Guzzlord,4.73
Holo Rare,Diamond and Pearl Promos,Pokemon,Turtwig,4.73
Rare,Aquapolis,Pokemon,Tentacruel,4.73
Holo Rare,Power Keepers,Pokemon,Banette,4.73
Holo Rare,Platinum,Pokemon,Dialga,4.71
Rare,Jungle,Pokemon,Pidgeot,4.71
Promo,Jumbo Cards,Pokemon,Blastoise,4.71
Promo,Jumbo Cards,Pokemon,Raichu,4.71
Uncommon,HeartGold SoulSilver,Pokemon,Not found,4.71
Ultra Rare,XY - Furious Fists,Pokemon,Heracross,4.7
Promo,XY Promos,Pokemon,Absol,4.7
Uncommon,POP Series 1,Pokemon,Murkrow,4.7
Promo,XY Promos,Pokemon,Mandibuzz,4.7
Holo Rare,HGSS Promos,Pokemon,Porygon,4.7
Holo Rare,Legend Maker,Pokemon,Muk,4.7
Rare,Base Set,Pokemon,Electrode,4.69
Common,Diamond and Pearl,Pokemon,Bonsly,4.69
Uncommon,Gym Heroes,Pokemon,Not found,4.68
Promo,Miscellaneous Cards & Products,Pokemon,Groudon,4.68
Promo,SM Promos,Pokemon,Decidueye,4.67
Promo,XY Promos,Pokemon,Mewtwo,4.67
Ultra Rare,XY - Phantom Forces,Pokemon,Dialga,4.67
Ultra Rare,SM - Unbroken Bonds,Pokemon,Buzzwole,4.67
Holo Rare,Black and White Promos,Pokemon,Scraggy,4.66
Uncommon,Base Set (Shadowless),Pokemon,Seel,4.66
Ultra Rare,SM - Unified Minds,Pokemon,Garchomp,4.66
Uncommon,Dragon Frontiers,Pokemon,Not found,4.66
Promo,McDonald's Promos 2014,Pokemon,Weedle,4.65
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Toxtricity,4.65
Common,Skyridge,Pokemon,Poliwag,4.65
Uncommon,Hidden Legends,Pokemon,Not found,4.65
Ultra Rare,SM - Lost Thunder,Pokemon,Virizion,4.65
Uncommon,Legendary Treasures: Radiant Collection,Pokemon,Gardevoir,4.65
Rare,Great Encounters,Pokemon,Wailord,4.65
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Centiskorch,4.65
Promo,XY Promos,Pokemon,Blaziken,4.64
Rare,Neo Discovery,Pokemon,Yanma,4.64
Uncommon,Gym Heroes,Pokemon,Haunter,4.63
Holo Rare,Deck Exclusives,Pokemon,Latios,4.63
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Corvisquire,4.63
Holo Rare,Unseen Forces,Pokemon,Slowbro,4.63
Rare,Neo Destiny,Pokemon,Ledian,4.63
Common,Team Magma vs Team Aqua,Pokemon,Pikachu,4.63
Holo Rare,Great Encounters,Pokemon,Swampert,4.62
Ultra Rare,XY Base Set,Pokemon,Blastoise,4.6
Ultra Rare,Plasma Storm,Pokemon,Victini,4.6
Ultra Rare,SM - Forbidden Light,Pokemon,Necrozma,4.6
Promo,Jumbo Cards,Pokemon,Melmetal,4.6
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Dubwool,4.59
Common,Expedition,Pokemon,Totodile,4.59
Promo,Jumbo Cards,Pokemon,Dusknoir,4.59
Rare,Neo Discovery,Pokemon,Poliwrath,4.58
Ultra Rare,SM - Team Up,Pokemon,Lycanroc,4.58
Rare,Deck Exclusives,Pokemon,Gengar,4.58
Promo,Blister Exclusives,Pokemon,Giratina,4.57
Promo,McDonald's Promos 2015,Pokemon,Zigzagoon,4.56
Rare,Legendary Collection,Pokemon,Not found,4.56
Uncommon,Neo Destiny,Pokemon,Togepi,4.56
Promo,XY Promos,Pokemon,Hoopa,4.56
Ultra Rare,Generations,Pokemon,Ninetales,4.56
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Morgrem,4.56
Holo Rare,Crystal Guardians,Pokemon,Tauros,4.56
Common,XY Trainer Kit: Sylveon & Noivern,Pokemon,Sylveon,4.56
Rare,Team Rocket,Pokemon,Magneton,4.55
Rare,Neo Genesis,Pokemon,Sneasel,4.55
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Butterfree,4.55
Rare,League & Championship Cards,Pokemon,Milotic,4.55
Uncommon,Base Set (Shadowless),Pokemon,Not found,4.55
Promo,Miscellaneous Cards & Products,Pokemon,Pikachu,4.55
Rare,Crystal Guardians,Pokemon,Blastoise,4.54
Promo,XY Promos,Pokemon,Groudon,4.54
Rare,Fossil,Pokemon,Magneton,4.53
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Chewtle,4.53
Rare,Aquapolis,Pokemon,Magneton,4.53
Ultra Rare,SM - Forbidden Light,Pokemon,Dialga,4.53
Holo Rare,Legend Maker,Pokemon,Golem,4.53
Ultra Rare,Next Destinies,Pokemon,Zekrom,4.52
Uncommon,Aquapolis,Pokemon,Smoochum,4.52
Promo,SM Promos,Pokemon,Marowak,4.52
Holo Rare,Dragon,Pokemon,Roselia,4.52
Holo Rare,Unseen Forces,Pokemon,Unown,4.51
Promo,WoTC Promo,Pokemon,Scizor,4.51
Holo Rare,Undaunted,Pokemon,Smeargle,4.51
Promo,XY Promos,Pokemon,Darkrai,4.51
Holo Rare,Blister Exclusives,Pokemon,Blastoise,4.51
Promo,XY Promos,Pokemon,Wobbuffet,4.51
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Stonjourner,4.51
Holo Rare,Detective Pikachu,Pokemon,Ditto,4.5
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Vulpix,4.5
Common,FireRed & LeafGreen,Pokemon,Squirtle,4.5
Holo Rare,Crystal Guardians,Pokemon,Wigglytuff,4.5
Holo Rare,Diamond and Pearl,Pokemon,Empoleon,4.5
Common,POP Series 3,Pokemon,Ditto,4.5
Ultra Rare,XY - Fates Collide,Pokemon,Kingdra,4.5
Holo Rare,Legendary Treasures,Pokemon,Meloetta,4.5
Rare,Base Set,Pokemon,Not found,4.49
Common,Kalos Starter Set,Pokemon,Miltank,4.49
Common,Base Set (Shadowless),Pokemon,Abra,4.49
Rare,Battle Academy,Pokemon,Charizard,4.49
Promo,McDonald's Promos 2017,Pokemon,Rowlet,4.49
Rare,Deck Exclusives,Pokemon,Cofagrigus,4.48
Rare,Noble Victories,Pokemon,Carracosta,4.48
Uncommon,EX Battle Stadium,Pokemon,Kirlia,4.48
Rare,Gym Heroes,Pokemon,Clefairy,4.48
Rare,Neo Destiny,Pokemon,Unown,4.48
Rare,Aquapolis,Pokemon,Jynx,4.48
Ultra Rare,SM - Unbroken Bonds,Pokemon,Muk,4.48
Holo Rare,Supreme Victors,Pokemon,Absol,4.47
Rare,EX Battle Stadium,Pokemon,Blaziken,4.47
Promo,McDonald's Promos 2014,Pokemon,Chespin,4.47
Rare,Neo Genesis,Pokemon,Murkrow,4.47
Promo,Miscellaneous Cards & Products,Pokemon,Clefairy,4.46
Rare,Deck Exclusives,Pokemon,Charizard,4.46
Uncommon,Gym Heroes,Pokemon,Not found,4.46
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Nickit,4.46
Rare,Stormfront,Pokemon,Steelix,4.45
Holo Rare,Diamond and Pearl,Pokemon,Roserade,4.45
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Eldegoss,4.45
Promo,McDonald's Promos 2015,Pokemon,Electrike,4.45
Rare,Call of Legends,Pokemon,Snorlax,4.44
Rare,Neo Revelation,Pokemon,Sudowoodo,4.44
Holo Rare,Deck Exclusives,Pokemon,Tyranitar,4.44
Rare,Base Set,Pokemon,Not found,4.43
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Arrokuda,4.43
Ultra Rare,SM - Guardians Rising,Pokemon,Turtonator,4.43
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Runerigus,4.43
Rare,Neo Discovery,Pokemon,Wobbuffet,4.43
Rare,Aquapolis,Pokemon,Muk,4.43
Promo,WoTC Promo,Pokemon,Electabuzz,4.43
Rare,Base Set 2,Pokemon,Mr. Mime,4.43
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Dhelmise,4.42
Rare,Expedition,Pokemon,Dugtrio,4.42
Rare,Team Rocket,Pokemon,Hypno,4.41
Holo Rare,Deck Exclusives,Pokemon,Glaceon,4.41
Holo Rare,Blister Exclusives,Pokemon,Salamence,4.41
Uncommon,Skyridge,Pokemon,Persian,4.41
Rare,Legends Awakened,Pokemon,Regice,4.41
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Blipbug,4.41
Secret Rare,SM - Cosmic Eclipse,Pokemon,Stoutland,4.41
Holo Rare,Deck Exclusives,Pokemon,Garchomp,4.4
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Kangaskhan,4.4
Promo,XY Promos,Pokemon,Kyogre,4.39
Rare,Expedition,Pokemon,Kingler,4.39
Promo,WoTC Promo,Pokemon,Cleffa,4.39
Ultra Rare,Shining Fates,Pokemon,Alcremie,4.39
Rare,Neo Destiny,Pokemon,Not found,4.39
Ultra Rare,SM - Burning Shadows,Pokemon,Tapu Fini,4.39
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Darumaka,4.38
Holo Rare,Unseen Forces,Pokemon,Ursaring,4.38
Common,Skyridge,Pokemon,Stantler,4.38
Secret Rare,SM - Cosmic Eclipse,Pokemon,Weavile,4.38
Uncommon,Expedition,Pokemon,Kadabra,4.38
Promo,McDonald's Promos 2012,Pokemon,Pignite,4.37
Rare,Aquapolis,Pokemon,Electrode,4.37
Uncommon,Neo Genesis,Pokemon,Noctowl,4.37
Common,Burger King Promos,Pokemon,Meowth,4.36
Ultra Rare,SM - Burning Shadows,Pokemon,Noivern,4.36
Common,Deck Exclusives,Pokemon,Pikachu,4.36
Ultra Rare,SM - Forbidden Light,Pokemon,Naganadel,4.36
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Altaria,4.36
Uncommon,Neo Destiny,Pokemon,Slowbro,4.36
Prism Rare,SM - Forbidden Light,Pokemon,Diancie,4.36
Ultra Rare,XY - Steam Siege,Pokemon,Gardevoir,4.35
Ultra Rare,SWSH02: Rebel Clash,Pokemon,Sandaconda,4.35
Rare,POP Series 1,Pokemon,Metagross,4.35
Promo,XY Promos,Pokemon,Empoleon,4.35
Ultra Rare,SM - Unified Minds,Pokemon,Espeon,4.35
Ultra Rare,SM - Burning Shadows,Pokemon,Marshadow,4.35
Uncommon,Platinum,Pokemon,Not found,4.34
Holo Rare,Legendary Treasures,Pokemon,Emboar,4.34
Rare,Gym Challenge,Pokemon,Dugtrio,4.34
Ultra Rare,Next Destinies,Pokemon,Kyurem,4.33
Common,Kalos Starter Set,Pokemon,Bidoof,4.33
Promo,Miscellaneous Cards & Products,Pokemon,Sandile,4.33
Ultra Rare,SM - Ultra Prism,Pokemon,Pheromosa,4.32
Promo,Jumbo Cards,Pokemon,Lycanroc,4.32
Rare Ace,Boundaries Crossed,Pokemon,Not found,4.32
Holo Rare,Deck Exclusives,Pokemon,Meganium,4.32
Uncommon,Gym Heroes,Pokemon,Weepinbell,4.32
Ultra Rare,SM - Guardians Rising,Pokemon,Lycanroc,4.32
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Butterfree,4.32
Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,4.32
Promo,McDonald's Promos 2011,Pokemon,Tepig,4.32
Uncommon,Supreme Victors,Pokemon,Dragonite,4.32
Holo Rare,Legend Maker,Pokemon,Shiftry,4.32
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Meowth,4.31
Uncommon,FireRed & LeafGreen,Pokemon,Wartortle,4.31
Ultra Rare,XY - BREAKthrough,Pokemon,Glalie,4.31
Promo,XY Promos,Pokemon,Zygarde,4.31
Promo,SM Promos,Pokemon,Sandslash,4.31
Promo,SM Promos,Pokemon,Necrozma,4.3
Promo,League & Championship Cards,Pokemon,Solrock,4.3
Uncommon,Great Encounters,Pokemon,Unown,4.3
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Stunfisk,4.3
Holo Rare,Secret Wonders,Pokemon,Gallade,4.29
Promo,First Partner Pack,Pokemon,Chespin,4.29
Ultra Rare,Champion's Path,Pokemon,Alcremie,4.29
Promo,Miscellaneous Cards & Products,Pokemon,Morpeko,4.29
Ultra Rare,SM - Crimson Invasion,Pokemon,Golem,4.28
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Lapras,4.28
Promo,League & Championship Cards,Pokemon,Combusken,4.28
Common,Skyridge,Pokemon,Diglett,4.28
Rare,Deck Exclusives,Pokemon,Emboar,4.27
Common,Expedition,Pokemon,Cyndaquil,4.27
Promo,Alternate Art Promos,Pokemon,Manectric,4.26
Holo Rare,Great Encounters,Pokemon,Sceptile,4.26
Promo,Burger King Promos,Pokemon,Piplup,4.25
Rare,Neo Discovery,Pokemon,Forretress,4.25
Promo,SM Promos,Pokemon,Kyurem,4.24
Uncommon,Neo Destiny,Pokemon,Unown,4.24
Promo,Burger King Promos,Pokemon,Lucario,4.24
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Darmanitan,4.23
Promo,League & Championship Cards,Pokemon,Houndoom,4.23
Promo,Jumbo Cards,Pokemon,Necrozma,4.23
Ultra Rare,SM - Burning Shadows,Pokemon,Machamp,4.23
Promo,XY Promos,Pokemon,Xerneas,4.22
Promo,SM Promos,Pokemon,Pikachu,4.22
Promo,McDonald's Promos 2017,Pokemon,Cosmog,4.22
Ultra Rare,SWSH03: Darkness Ablaze,Pokemon,Centiskorch,4.22
Promo,McDonald's Promos 2018,Pokemon,Slowpoke,4.22
Rare,Fossil,Pokemon,Kabuto,4.21
Rare,Fossil,Pokemon,Muk,4.21
Holo Rare,Detective Pikachu,Pokemon,Greninja,4.21
Uncommon,Supreme Victors,Pokemon,Not found,4.21
Rare,Hidden Legends,Pokemon,Gorebyss,4.2
Common,Legendary Collection,Pokemon,Eevee,4.19
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Hattrem,4.19
Rare,Plasma Freeze,Pokemon,Leafeon,4.19
Promo,SM Promos,Pokemon,Pikachu,4.19
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Indeedee,4.18
Promo,Alternate Art Promos,Pokemon,Dedenne,4.18
Promo,McDonald's Promos 2015,Pokemon,Meditite,4.18
Ultra Rare,XY - Phantom Forces,Pokemon,Malamar,4.18
Rare,Neo Revelation,Pokemon,Starmie,4.18
Promo,XY Promos,Pokemon,Delphox,4.18
Promo,Nintendo Promos,Pokemon,Groudon,4.18
Rare,Jungle,Pokemon,Clefable,4.17
Common,Skyridge,Pokemon,Murkrow,4.17
Promo,Jumbo Cards,Pokemon,Marshadow,4.17
Holo Rare,Platinum,Pokemon,Palkia,4.17
Holo Rare,Dragon Vault,Pokemon,Dratini,4.17
Rare,Delta Species,Pokemon,Mightyena,4.17
Rare,Base Set,Pokemon,Not found,4.17
Common,Delta Species,Pokemon,Eevee,4.17
Promo,Miscellaneous Cards & Products,Pokemon,Flapple,4.17
Holo Rare,Black and White Promos,Pokemon,Darkrai,4.17
Uncommon,Legendary Treasures: Radiant Collection,Pokemon,Growlithe,4.17
Ultra Rare,SM - Lost Thunder,Pokemon,Tyranitar,4.16
Promo,SM Promos,Pokemon,Ninetales,4.16
Promo,League & Championship Cards,Pokemon,Shelmet,4.16
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Venusaur,4.16
Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Wooper,4.16
Rare,Team Rocket,Pokemon,Machamp,4.16
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Venusaur,4.16
Promo,McDonald's Promos 2014,Pokemon,Swirlix,4.15
Promo,First Partner Pack,Pokemon,Froakie,4.15
Rare,Delta Species,Pokemon,Castform,4.15
Uncommon,Plasma Storm,Pokemon,Hypno,4.15
Rare,Jungle,Pokemon,Vileplume,4.15
Rare,HeartGold SoulSilver,Pokemon,Cleffa,4.14
Holo Rare,Black and White Promos,Pokemon,Darumaka,4.14
Promo,McDonald's Promos 2019,Pokemon,Onix,4.14
Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Barraskewda,4.14
Holo Rare,Boundaries Crossed,Pokemon,Electivire,4.14
Rare,Base Set 2,Pokemon,Not found,4.13
Promo,XY Promos,Pokemon,Mawile,4.13
Uncommon,Stormfront,Pokemon,Sableye,4.13
Rare,Deck Exclusives,Pokemon,Chandelure,4.13
Holo Rare,Black and White Promos,Pokemon,Porygon,4.12
Common,Expedition,Pokemon,Vulpix,4.12
Promo,Blister Exclusives,Pokemon,Gyarados,4.12
Uncommon,Neo Genesis,Pokemon,Togepi,4.11
Rare,Team Rocket,Pokemon,Vileplume,4.11
Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Cramorant,4.11
Ultra Rare,SM - Crimson Invasion,Pokemon,Exeggutor,4.11
Common,FireRed & LeafGreen,Pokemon,Charmander,4.11
Promo,XY Promos,Pokemon,Clawitzer,4.1
Promo,Miscellaneous Cards & Products,Pokemon,Magmortar,4.1
Common,Power Keepers,Pokemon,Pikachu,4.1
Promo,XY Promos,Pokemon,Blastoise,4.1
Ultra Rare,SM - Cosmic Eclipse,Pokemon,Cleffa,4.1
Ultra Rare,XY - Fates Collide,Pokemon,Glaceon,4.1
Promo,McDonald's Promos 2012,Pokemon,Emolga,4.09
Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Donphan,4.09
