Card Name,Rarity,Set Name,Card Type,Pokemon Name,Market Price
Leafeon,Rare,XY - Furious Fists,Pokemon,Leafeon,3.97
Cloyster (42),Rare,Expedition,Pokemon,Cloyster,3.97
Snorlax,Holo Rare,SM - Unbroken Bonds,Pokemon,Snorlax,3.97
Zapdos,Holo Rare,XY - Evolutions,Pokemon,Zapdos,3.97
Volcarona GX (Full Art),Ultra Rare,SM - Cosmic Eclipse,Pokemon,Volcarona,3.96
Masquerain,Uncommon,POP Series 1,Pokemon,Masquerain,3.96
Kommo-o GX (Full Art),Ultra Rare,SM - Guardians Rising,Pokemon,Kommo-o,3.96
Victreebel (30),Rare,Jungle,Pokemon,Victreebel,3.96
Ho-Oh,Promo,XY Promos,Pokemon,Ho-Oh,3.95
Magcargo GX (Full Art),Ultra Rare,SM - Lost Thunder,Pokemon,Magcargo,3.95
Palkia,Holo Rare,Diamond and Pearl Promos,Pokemon,Palkia,3.95
Gastly,Common,Base Set (Shadowless),Pokemon,Gastly,3.95
Mewtwo EX (61),Ultra Rare,XY - BREAKthrough,Pokemon,Mewtwo,3.95
Sylveon GX - 92a/145,Promo,Alternate Art Promos,Pokemon,Sylveon,3.95
Dragonite EX - 72/108,Promo,Jumbo Cards,Pokemon,Dragonite,3.95
Turtwig (Diamond and Pearl),Promo,Burger King Promos,Pokemon,Turtwig,3.95
Decidueye GX - SM37 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Decidueye,3.95
Rhyhorn,Common,Skyridge,Pokemon,Rhyhorn,3.95
Charizard,Rare,SWSH04: Vivid Voltage,Pokemon,Charizard,3.95
Kangaskhan (21),Rare,Jungle,Pokemon,Kangaskhan,3.95
Thievul,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Thievul,3.95
Gardevoir - 54/98 (Cosmos Holo),Rare,Blister Exclusives,Pokemon,Gardevoir,3.94
Solrock - 64/146 (League Promo) [2nd Place],Promo,League & Championship Cards,Pokemon,Solrock,3.94
Holon's Magneton,Rare,Delta Species,Pokemon,Magneton,3.94
Beedrill,Holo Rare,FireRed & LeafGreen,Pokemon,Beedrill,3.94
Delcatty,Holo Rare,Power Keepers,Pokemon,Delcatty,3.94
Giratina,Holo Rare,Legends Awakened,Pokemon,Giratina,3.93
Ninetales,Uncommon,Emerald,Pokemon,Ninetales,3.93
Stakataka GX (Full Art),Ultra Rare,SM - Celestial Storm,Pokemon,Stakataka,3.93
Donphan,Rare,Neo Genesis,Pokemon,Donphan,3.93
Squirtle,Common,Base Set,Pokemon,Squirtle,3.93
Team Aqua's Walrein,Holo Rare,Team Magma vs Team Aqua,Pokemon,Walrein,3.92
Celesteela GX (Full Art),Ultra Rare,SM - Ultra Prism,Pokemon,Celesteela,3.91
Kyogre - XY51,Promo,XY Promos,Pokemon,Kyogre,3.91
Dubwool V (Full Art),Ultra Rare,SWSH02: Rebel Clash,Pokemon,Dubwool,3.91
Exeggutor (12),Rare,Aquapolis,Pokemon,Exeggutor,3.91
Eternatus V - SWSH044,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Eternatus,3.91
Cutiefly,Promo,McDonald's Promos 2017,Pokemon,Cutiefly,3.91
Float Stone,Uncommon,Plasma Freeze,Pokemon,Not found,3.90
Raichu (29),Rare,Fossil,Pokemon,Raichu,3.90
Conkeldurr (64),Holo Rare,Noble Victories,Pokemon,Conkeldurr,3.90
Jirachi Prism Star,Prism Rare,SM - Celestial Storm,Pokemon,Jirachi,3.90
Clefairy Doll,Rare,Base Set,Pokemon,Clefairy,3.90
Bidoof,Common,POP Series 6,Pokemon,Bidoof,3.90
Raikou GX,Promo,SM Promos,Pokemon,Raikou,3.90
Sneasel,Rare,Neo Revelation,Pokemon,Sneasel,3.89
Cufant,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Cufant,3.89
Slowking,Rare,Delta Species,Pokemon,Slowking,3.89
Dragonite (52 Delta),Holo Rare,XY - Roaring Skies,Pokemon,Dragonite,3.89
Mawile,Holo Rare,Crystal Guardians,Pokemon,Mawile,3.89
Kyurem EX,Ultra Rare,Plasma Blast,Pokemon,Kyurem,3.89
Alolan Muk (Cosmos Holo) - 58/149 Sun & Moon,Holo Rare,Blister Exclusives,Pokemon,Muk,3.88
Zekrom GX - SM138,Promo,SM Promos,Pokemon,Zekrom,3.88
Snom,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Snom,3.88
Zapdos (XY Roaring Skies),Holo Rare,Deck Exclusives,Pokemon,Zapdos,3.87
Pikachu (Delta Species),Common,Holon Phantoms,Pokemon,Pikachu,3.87
Alolan Sandslash GX - SM236 (SM Black Star Promo),Promo,Jumbo Cards,Pokemon,Sandslash,3.87
Greedent,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Greedent,3.86
Alolan Sandslash - SM18 (Prerelease Promo),Promo,SM Promos,Pokemon,Sandslash,3.86
Kakuna,Common,Skyridge,Pokemon,Kakuna,3.86
Totodile (135),Common,Expedition,Pokemon,Totodile,3.86
Klefki - 66/119 (League Promo) [1st Place],Promo,League & Championship Cards,Pokemon,Klefki,3.86
Primarina GX - SM39,Promo,SM Promos,Pokemon,Primarina,3.85
Claydol - 15/106 (League Promo),Promo,League & Championship Cards,Pokemon,Claydol,3.85
Sandaconda,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Sandaconda,3.84
Blastoise (BW Boundaries Crossed),Rare,Deck Exclusives,Pokemon,Blastoise,3.84
Arcanine G - 15/147 (League Promo),Promo,League & Championship Cards,Pokemon,Arcanine,3.84
Junk Arm,Uncommon,Triumphant,Pokemon,Not found,3.84
Shaymin EX,Ultra Rare,Next Destinies,Pokemon,Shaymin,3.84
Bulbasaur - SM198 (Detective Pikachu Stamped),Promo,SM Promos,Pokemon,Bulbasaur,3.83
Druddigon (Dragon Vault),Promo,Blister Exclusives,Pokemon,Druddigon,3.83
Reshiram EX,Ultra Rare,Legendary Treasures,Pokemon,Reshiram,3.81
Ivysaur,Uncommon,Base Set 2,Pokemon,Ivysaur,3.81
Sabrina's Haunter,Uncommon,Gym Challenge,Pokemon,Haunter,3.81
Parasect,Rare,Aquapolis,Pokemon,Paras,3.81
Emboar - 26/149 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Emboar,3.80
Copperajah,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Copperajah,3.80
Dragapult,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Dragapult,3.80
Light Wigglytuff,Uncommon,Neo Destiny,Pokemon,Wigglytuff,3.80
Xerneas BREAK,Rare BREAK,XY - Steam Siege,Pokemon,Xerneas,3.80
Metagross,Holo Rare,Supreme Victors,Pokemon,Metagross,3.79
Spiritomb,Rare,Arceus,Pokemon,Spiritomb,3.79
Wobbuffet V (Full Art),Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Wobbuffet,3.79
Alolan Persian GX (Full Art),Ultra Rare,SM - Cosmic Eclipse,Pokemon,Persian,3.79
Torkoal,Uncommon,POP Series 1,Pokemon,Torkoal,3.78
Windstorm,Uncommon,Crystal Guardians,Pokemon,Not found,3.78
Dragonite EX,Ultra Rare,XY - Furious Fists,Pokemon,Dragonite,3.77
Groudon - 113/236 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Groudon,3.77
Lucario - 63/124 (League Promo) [3rd Place],Promo,League & Championship Cards,Pokemon,Lucario,3.77
Tapu Bulu GX (Full Art),Ultra Rare,SM - Burning Shadows,Pokemon,Tapu Bulu,3.77
Trevenant,Holo Rare,XY Base Set,Pokemon,Trevenant,3.77
Computer Search,Rare,Base Set 2,Pokemon,Not found,3.77
Palkia,Holo Rare,Call of Legends,Pokemon,Palkia,3.76
Swablu,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Swablu,3.76
Magmar,Uncommon,Expedition,Pokemon,Magmar,3.76
Scyther,Uncommon,Neo Destiny,Pokemon,Scyther,3.76
Togepi,Uncommon,Team Rocket Returns,Pokemon,Togepi,3.76
Furret,Rare,HeartGold SoulSilver,Pokemon,Furret,3.75
Hitmonlee,Holo Rare,HGSS Promos,Pokemon,Hitmonlee,3.75
Gardevoir V - SWSH105,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Gardevoir,3.75
Snorlax GX - SM05,Promo,SM Promos,Pokemon,Snorlax,3.75
Altaria EX (Full Art),Ultra Rare,XY - Fates Collide,Pokemon,Altaria,3.75
Raichu & Alolan Raichu GX,Ultra Rare,SM - Unified Minds,Pokemon,Raichu,3.74
Excadrill (Secret),Secret Rare,SM - Cosmic Eclipse,Pokemon,Excadrill,3.74
Kabutops,Holo Rare,Majestic Dawn,Pokemon,Kabuto,3.74
Yanmega (XY Steam Siege Prerelease),Promo,XY Promos,Pokemon,Yanmega,3.74
Froslass,Holo Rare,Arceus,Pokemon,Froslass,3.74
Pidgeotto,Rare,Base Set 2,Pokemon,Pidgeotto,3.74
Magneton,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Magneton,3.74
Impostor Professor Oak's Invention,Rare,Neo Destiny,Pokemon,Not found,3.73
Kommo-o GX,Ultra Rare,SM - Guardians Rising,Pokemon,Kommo-o,3.73
Chimchar (Platinum),Promo,Burger King Promos,Pokemon,Chimchar,3.73
Silvally GX,Ultra Rare,SM - Cosmic Eclipse,Pokemon,Silvally,3.73
Solgaleo GX - SM104,Promo,SM Promos,Pokemon,Solgaleo,3.73
Minun,Holo Rare,HGSS Promos,Pokemon,Minun,3.73
Reshiram EX,Ultra Rare,Next Destinies,Pokemon,Reshiram,3.72
Mewtwo - SM214,Promo,SM Promos,Pokemon,Mewtwo,3.72
Budew,Uncommon,Stormfront,Pokemon,Budew,3.72
Magmar,Promo,McDonald's Promos 2019,Pokemon,Magmar,3.72
Mewtwo EX - XY183,Promo,XY Promos,Pokemon,Mewtwo,3.72
Togedemaru - SM44,Common,SM Promos,Pokemon,Togedemaru,3.72
Alakazam EX,Ultra Rare,XY - Fates Collide,Pokemon,Alakazam,3.72
Sceptile (20),Rare,Ruby and Sapphire,Pokemon,Sceptile,3.72
Galarian Sirfetch'd - 98/189 (Cracked Ice holo),Holo Rare,Deck Exclusives,Pokemon,Sirfetch'd,3.72
Skwovet,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Skwovet,3.71
Hydreigon - SWSH037 (Prerelease Promo),Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Hydreigon,3.71
Zygarde (Prerelease),Promo,XY Promos,Pokemon,Zygarde,3.71
Pikachu,Common,POP Series 2,Pokemon,Pikachu,3.71
Copperajah V (Full Art),Ultra Rare,SWSH02: Rebel Clash,Pokemon,Copperajah,3.71
Infernape,Holo Rare,Stormfront,Pokemon,Infernape,3.71
Tangrowth (Call of Legends),Holo Rare,Deck Exclusives,Pokemon,Tangrowth,3.70
Cinderace V - SWSH015,Promo,Jumbo Cards,Pokemon,Cinderace,3.70
Wishiwashi GX (Full Art),Ultra Rare,SM - Guardians Rising,Pokemon,Wishiwashi,3.70
Galarian Corsola,Shiny Holo Rare,Shining Fates: Shiny Vault,Pokemon,Corsola,3.70
Poliwhirl,Common,Skyridge,Pokemon,Poliwhirl,3.69
Torterra,Holo Rare,Stormfront,Pokemon,Torterra,3.69
Avalugg - 31/106 (League Promo) [4th Place],Promo,League & Championship Cards,Pokemon,Avalugg,3.69
White Kyurem EX,Ultra Rare,Legendary Treasures,Pokemon,Kyurem,3.69
Noctowl BREAK,Promo,XY Promos,Pokemon,Noctowl,3.69
Kyogre (Prerelease Promo),Promo,SM Promos,Pokemon,Kyogre,3.69
Unown [Q],Uncommon,Neo Destiny,Pokemon,Unown,3.69
Heatran GX,Ultra Rare,SM - Unified Minds,Pokemon,Heatran,3.69
Lycanroc GX (Full Art),Ultra Rare,SM - Burning Shadows,Pokemon,Lycanroc,3.68
Dark Dugtrio (23),Rare,Team Rocket,Pokemon,Dugtrio,3.68
Whismur (Cosmo Holo),Promo,Nintendo Promos,Pokemon,Whismur,3.68
Spiritomb,Holo Rare,SM - Unbroken Bonds,Pokemon,Spiritomb,3.67
Pokemon Communication,Uncommon,HeartGold SoulSilver,Pokemon,Not found,3.67
Hitmonlee,Uncommon,Expedition,Pokemon,Hitmonlee,3.67
Salazzle GX (Full Art),Ultra Rare,SM - Burning Shadows,Pokemon,Salazzle,3.67
Raichu (#30 Holo),Common,HGSS Trainer Kit: Gyarados & Raichu,Pokemon,Raichu,3.66
Ultra Necrozma GX - SM126,Promo,SM Promos,Pokemon,Necrozma,3.66
Gyarados,Holo Rare,SM - Team Up,Pokemon,Gyarados,3.66
Corviknight VMAX,Ultra Rare,SWSH05: Battle Styles,Pokemon,Corviknight,3.66
Sceptile EX,Ultra Rare,XY - Ancient Origins,Pokemon,Sceptile,3.66
Girafarig,Common,Skyridge,Pokemon,Girafarig,3.65
Ludicolo,Holo Rare,Nintendo Promos,Pokemon,Ludicolo,3.65
Glaceon,Rare,XY - Furious Fists,Pokemon,Glaceon,3.65
Bulbasaur (54),Common,FireRed & LeafGreen,Pokemon,Bulbasaur,3.64
Starmie,Common,Base Set (Shadowless),Pokemon,Starmie,3.64
Xerneas EX,Ultra Rare,XY Base Set,Pokemon,Xerneas,3.64
Erika (100),Rare,Gym Heroes,Pokemon,Not found,3.63
Gardevoir VMAX,Ultra Rare,Champion's Path,Pokemon,Gardevoir,3.63
Darkrai (DP24),Holo Rare,Diamond and Pearl Promos,Pokemon,Darkrai,3.63
Chansey,Uncommon,Neo Destiny,Pokemon,Chansey,3.63
M Gardevoir EX,Ultra Rare,XY - Primal Clash,Pokemon,Gardevoir,3.63
Combusken,Uncommon,POP Series 4,Pokemon,Combusken,3.62
Regirock - SM74 (Prerelease Promo),Promo,SM Promos,Pokemon,Regirock,3.62
Zamazenta V,Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zamazenta,3.62
Venomoth,Common,Skyridge,Pokemon,Venomoth,3.62
Scizor,Rare,Majestic Dawn,Pokemon,Scizor,3.62
Ninjask,Holo Rare,Deoxys,Pokemon,Ninjask,3.61
Light Machamp,Rare,Neo Destiny,Pokemon,Machamp,3.61
Zoroark - 71/108 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Zoroark,3.61
Delibird,Uncommon,POP Series 7,Pokemon,Delibird,3.61
Bronzong - XY21 (Prerelease Promo),Promo,XY Promos,Pokemon,Bronzong,3.61
Dark Golbat (24),Rare,Team Rocket,Pokemon,Golbat,3.61
Celebi - XY93,Promo,XY Promos,Pokemon,Celebi,3.61
Cobalion EX,Ultra Rare,Plasma Storm,Pokemon,Cobalion,3.61
Tyrogue,Uncommon,Aquapolis,Pokemon,Tyrogue,3.61
Raichu,Holo Rare,Stormfront,Pokemon,Raichu,3.60
Muk & Alolan Muk GX,Ultra Rare,SM - Unbroken Bonds,Pokemon,Muk,3.60
Xurkitree GX - SM68,Promo,SM Promos,Pokemon,Xurkitree,3.60
Machoke,Uncommon,Base Set (Shadowless),Pokemon,Machoke,3.60
Solrock - 64/146 (League Promo) [4th Place],Promo,League & Championship Cards,Pokemon,Solrock,3.60
Suicune (Cosmos Holo) - 30/122 BREAKpoint,Holo Rare,Blister Exclusives,Pokemon,Suicune,3.60
Empoleon,Holo Rare,Black and White Promos,Pokemon,Empoleon,3.60
Whimsicott GX (Full Art),Ultra Rare,SM - Unbroken Bonds,Pokemon,Whimsicott,3.60
Naganadel GX (Full Art),Ultra Rare,SM - Unified Minds,Pokemon,Naganadel,3.60
Marowak - 78/162 (League Promo) [2nd Place],Promo,League & Championship Cards,Pokemon,Marowak,3.59
Brock's Protection,Rare,Gym Challenge,Pokemon,Not found,3.59
Guzzlord GX (Full Art),Ultra Rare,SM - Crimson Invasion,Pokemon,Guzzlord,3.59
Pinsir (25),Rare,Jungle,Pokemon,Pinsir,3.59
Serperior,Holo Rare,Boundaries Crossed,Pokemon,Serperior,3.59
Pinsir,Rare,Base Set 2,Pokemon,Pinsir,3.58
Quagsire,Holo Rare,HeartGold SoulSilver,Pokemon,Quagsire,3.58
Shaymin (15),Holo Rare,Platinum,Pokemon,Shaymin,3.58
Kakuna,Uncommon,Base Set (Shadowless),Pokemon,Kakuna,3.58
Greninja - XY162,Promo,XY Promos,Pokemon,Greninja,3.58
Ursaring (34),Rare,Neo Discovery,Pokemon,Ursaring,3.58
Volcanion EX (Full Art),Ultra Rare,XY - Steam Siege,Pokemon,Volcanion,3.58
Reshiram GX - SM137,Promo,SM Promos,Pokemon,Reshiram,3.56
Deoxys EX (Team Plasma),Holo Rare,Black and White Promos,Pokemon,Deoxys,3.56
Kirlia,Uncommon,Delta Species,Pokemon,Kirlia,3.56
Poliwag,Common,Base Set (Shadowless),Pokemon,Poliwag,3.56
Luxray - SWSH023 (Prerelease Promo),Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Luxray,3.55
Shiftry GX (Full Art),Ultra Rare,SM - Celestial Storm,Pokemon,Shiftry,3.55
Latios,Holo Rare,Dragon Vault,Pokemon,Latios,3.54
Sabrina's Gastly (97),Common,Gym Challenge,Pokemon,Gastly,3.54
Pachirisu,Holo Rare,Call of Legends,Pokemon,Pachirisu,3.54
Blitzle,Promo,McDonald's Promos 2011,Pokemon,Blitzle,3.54
Vileplume GX,Ultra Rare,SM - Cosmic Eclipse,Pokemon,Vileplume,3.54
Nihilego GX (Full Art),Ultra Rare,SM - Crimson Invasion,Pokemon,Nihilego,3.54
Nidoking,Holo Rare,XY - Evolutions,Pokemon,Nidoking,3.54
Master Ball,Uncommon,Gym Challenge,Pokemon,Not found,3.53
Samurott - 31/114 (Cracked Ice Holo),Holo Rare,Deck Exclusives,Pokemon,Samurott,3.53
Sabrina (110),Rare,Gym Challenge,Pokemon,Not found,3.53
Aegislash EX,Promo,Alternate Art Promos,Pokemon,Aegislash,3.53
Beedrill,Rare,Legendary Collection,Pokemon,Beedrill,3.53
Latias (EX Holon Phantoms),Holo Rare,Deck Exclusives,Pokemon,Latias,3.53
Raichu,Rare,POP Series 9,Pokemon,Raichu,3.53
Alcremie VMAX (Secret),Secret Rare,Shining Fates,Pokemon,Alcremie,3.53
Tickling Machine,Uncommon,Gym Heroes,Pokemon,Not found,3.53
Eternatus V - SWSH064,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Eternatus,3.52
Dragapult V - SWSH096,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Dragapult,3.52
Beldum (29),Uncommon,Hidden Legends,Pokemon,Beldum,3.52
Bulbasaur,Common,Base Set,Pokemon,Bulbasaur,3.52
Mewtwo EX,Ultra Rare,XY - Evolutions,Pokemon,Mewtwo,3.52
Feraligatr,Rare,HeartGold SoulSilver,Pokemon,Feraligatr,3.52
Prinplup (Diamond & Pearl),Promo,Burger King Promos,Pokemon,Prinplup,3.52
Team Rocket's Meowth,Promo,WoTC Promo,Pokemon,Meowth,3.52
Galarian Perrserker - SWSH008 (Prerelease Promo),Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Perrserker,3.52
Gabite,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Gabite,3.51
Pikachu,Common,Arceus,Pokemon,Pikachu,3.51
Alolan Muk GX (Full Art),Ultra Rare,SM - Burning Shadows,Pokemon,Muk,3.51
Salamence,Holo Rare,Arceus,Pokemon,Salamence,3.51
Dartrix,Shiny Holo Rare,Hidden Fates: Shiny Vault,Pokemon,Dartrix,3.51
Frosmoth - SWSH007 (Prerelease Promo),Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Frosmoth,3.51
Seismitoad EX,Ultra Rare,XY - Furious Fists,Pokemon,Seismitoad,3.51
Piplup,Common,POP Series 6,Pokemon,Piplup,3.50
Black Kyurem EX,Ultra Rare,Legendary Treasures,Pokemon,Kyurem,3.50
Forretress,Uncommon,POP Series 3,Pokemon,Forretress,3.50
Luxray - 46/99 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Luxray,3.50
Azelf,Holo Rare,Mysterious Treasures,Pokemon,Azelf,3.50
Magearna - XY186,Promo,XY Promos,Pokemon,Magearna,3.50
Silvally GX (Full Art),Ultra Rare,SM - Crimson Invasion,Pokemon,Silvally,3.49
Hoopa EX - 36/98 (Ancient Origins),Promo,Jumbo Cards,Pokemon,Hoopa,3.49
Oshawott (BW03),Holo Rare,Black and White Promos,Pokemon,Oshawott,3.49
Lass,Rare,Base Set 2,Pokemon,Not found,3.49
Snover,Promo,Countdown Calendar Promos,Pokemon,Snover,3.49
Seaking,Uncommon,Aquapolis,Pokemon,Seaking,3.49
"Moltres - 38/214 (Let's Play, Eevee!) (Cracked Ice Holo)",Holo Rare,Deck Exclusives,Pokemon,Eevee,3.49
Dark Ariados,Rare,Neo Destiny,Pokemon,Ariados,3.49
Chimchar,Holo Rare,Diamond and Pearl Promos,Pokemon,Chimchar,3.48
Piloswine (43),Uncommon,Skyridge,Pokemon,Piloswine,3.48
Thundurus GX,Promo,SM Promos,Pokemon,Thundurus,3.48
Grookey - SWSH001,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Grookey,3.48
Zoroark - 90/113 (Cosmos Holo),Promo,Blister Exclusives,Pokemon,Zoroark,3.48
Tyranitar EX,Ultra Rare,XY - Ancient Origins,Pokemon,Tyranitar,3.48
Salamence - 8/20 (Cosmos Holo),Holo Rare,Blister Exclusives,Pokemon,Salamence,3.48
Growlithe (80),Common,Aquapolis,Pokemon,Growlithe,3.48
Psyduck - SM199 (In-Store Event Promo),Promo,SM Promos,Pokemon,Psyduck,3.48
M Gallade EX,Ultra Rare,XY - Roaring Skies,Pokemon,Gallade,3.47
Venusaur EX,Ultra Rare,XY - Evolutions,Pokemon,Venusaur,3.47
Rocket's Sneasel,Promo,Best of Promos,Pokemon,Sneasel,3.47
Venusaur EX,Ultra Rare,XY Base Set,Pokemon,Venusaur,3.46
Raichu GX - SM90,Promo,SM Promos,Pokemon,Raichu,3.46
Roseanne's Research,Uncommon,Secret Wonders,Pokemon,Not found,3.46
Blaine's Growlithe (35),Uncommon,Gym Heroes,Pokemon,Growlithe,3.46
Venusaur (DPPt Supreme Victors),Rare,Deck Exclusives,Pokemon,Venusaur,3.46
Cyndaquil (105),Common,Expedition,Pokemon,Cyndaquil,3.46
Latios,Promo,Nintendo Promos,Pokemon,Latios,3.46
Professor Oak,Uncommon,Base Set (Shadowless),Pokemon,Not found,3.45
Scizor,Rare,Stormfront,Pokemon,Scizor,3.45
Hitmontop (22),Rare,Neo Discovery,Pokemon,Hitmontop,3.45
Venomoth,Rare,Base Set 2,Pokemon,Venomoth,3.44
Leafeon GX - SM146,Promo,SM Promos,Pokemon,Leafeon,3.44
Zacian V,Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Zacian,3.44
Pikachu - SM04 (Target Non-Holo),Promo,SM Promos,Pokemon,Pikachu,3.44
Glaceon (20),Rare,Majestic Dawn,Pokemon,Glaceon,3.44
M Manectric EX,Ultra Rare,XY - Phantom Forces,Pokemon,Manectric,3.44
Zamazenta V - 139/202 (Sword and Shield Promo),Promo,Jumbo Cards,Pokemon,Zamazenta,3.43
Sobble - SWSH003,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Sobble,3.43
Gardevoir,Rare,EX Battle Stadium,Pokemon,Gardevoir,3.43
Pikachu,Common,Base Set,Pokemon,Pikachu,3.43
Electivire (DP Secret Wonders),Holo Rare,Deck Exclusives,Pokemon,Electivire,3.43
Pikachu,Common,Sandstorm,Pokemon,Pikachu,3.43
Flareon,Rare,Majestic Dawn,Pokemon,Flareon,3.42
Dragapult VMAX - SWSH097,Promo,SWSH: Sword & Shield Promo Cards,Pokemon,Dragapult,3.42
Jirachi,Rare,Legends Awakened,Pokemon,Jirachi,3.42
Magmortar,Holo Rare,Diamond and Pearl Promos,Pokemon,Magmortar,3.42
Klefki - 66/119 (League Promo) [2nd Place],Promo,League & Championship Cards,Pokemon,Klefki,3.42
Mantine,Common,Skyridge,Pokemon,Mantine,3.42
Dark Croconaw,Uncommon,Neo Destiny,Pokemon,Croconaw,3.42
Victreebel,Holo Rare,Legend Maker,Pokemon,Victreebel,3.41
Tauros,Uncommon,Base Set 2,Pokemon,Tauros,3.41
Squirtle,Common,Legendary Collection,Pokemon,Squirtle,3.41
Toxapex GX (Full Art),Ultra Rare,SM - Guardians Rising,Pokemon,Toxapex,3.41
Weepinbell,Uncommon,Aquapolis,Pokemon,Weepinbell,3.41
Aggron EX,Ultra Rare,XY - Primal Clash,Pokemon,Aggron,3.41
Indeedee V (Full Art),Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Indeedee,3.41
Magby,Rare,Neo Genesis,Pokemon,Magby,3.40
Snorlax,Holo Rare,SWSH04: Vivid Voltage,Pokemon,Snorlax,3.40
Dark Slowbro (29),Rare,Team Rocket,Pokemon,Slowbro,3.40
Here Comes Team Rocket! (71),Rare,Team Rocket,Pokemon,Not found,3.40
Rampardos,Holo Rare,Platinum,Pokemon,Rampardos,3.40
Rhydon,Rare,Legendary Collection,Pokemon,Rhydon,3.40
Ho-Oh,Rare,Unseen Forces,Pokemon,Ho-Oh,3.40
Naganadel & Guzzlord GX,Ultra Rare,SM - Cosmic Eclipse,Pokemon,Guzzlord,3.40
Stonjourner V (Full Art),Ultra Rare,SWSH01: Sword & Shield Base Set,Pokemon,Stonjourner,3.39
Yanma,Common,Skyridge,Pokemon,Yanma,3.39
Malamar VMAX,Ultra Rare,SWSH02: Rebel Clash,Pokemon,Malamar,3.39
Gyarados GX,Ultra Rare,SM - Crimson Invasion,Pokemon,Gyarados,3.39
Black Kyurem EX,Ultra Rare,Plasma Storm,Pokemon,Kyurem,3.39
Misty's Wrath,Uncommon,Gym Heroes,Pokemon,Not found,3.38
Cresselia EX,Ultra Rare,Boundaries Crossed,Pokemon,Cresselia,3.38
Servine,Promo,McDonald's Promos 2012,Pokemon,Servine,3.38
Typhlosion,Rare,HeartGold SoulSilver,Pokemon,Typhlosion,3.38
Scyther,Rare,FireRed & LeafGreen,Pokemon,Scyther,3.38
Magearna EX (Full Art),Ultra Rare,XY - Steam Siege,Pokemon,Magearna,3.38
Spiritomb (League Promo),Promo,League & Championship Cards,Pokemon,Spiritomb,3.37
Dragapult VMAX - SWSH097,Promo,Jumbo Cards,Pokemon,Dragapult,3.37
Sabrina's Slowbro,Uncommon,Gym Heroes,Pokemon,Slowbro,3.37
Dusk Mane Necrozma GX - SM102,Promo,SM Promos,Pokemon,Necrozma,3.37
Igglybuff,Promo,WoTC Promo,Pokemon,Igglybuff,3.37
Probopass G,Holo Rare,Diamond and Pearl Promos,Pokemon,Probopass,3.36
Seviper - SM46 - Prerelease Promo,Uncommon,SM Promos,Pokemon,Seviper,3.36
Alolan Ninetales GX,Ultra Rare,SM - Lost Thunder,Pokemon,Ninetales,3.36
Kabuto,Uncommon,Skyridge,Pokemon,Kabuto,3.35
Honchkrow GX (Full Art),Ultra Rare,SM - Unbroken Bonds,Pokemon,Honchkrow,3.35
Popplio,Promo,McDonald's Promos 2017,Pokemon,Popplio,3.35
Drifblim,Holo Rare,Diamond and Pearl Promos,Pokemon,Drifblim,3.35
Flygon EX - XY61 (XY Black Star Promo),Promo,Jumbo Cards,Pokemon,Flygon,3.34
Noctowl,Holo Rare,HGSS Promos,Pokemon,Noctowl,3.34
Genesect EX (Full Art),Ultra Rare,XY - Fates Collide,Pokemon,Genesect,3.34
Skarmory (63),Rare,Expedition,Pokemon,Skarmory,3.34
Grubbin,Promo,McDonald's Promos 2017,Pokemon,Grubbin,3.34
Imposter Professor Oak,Rare,Base Set,Pokemon,Not found,3.34
Cresselia,Holo Rare,Great Encounters,Pokemon,Cresselia,3.34
